,name,online_order,book_table,rate,votes,location,rest_type,cuisines,type,city,review_sentimen
11111,Momo Hut,1,0,4.0,684,45,1,3,4,0,3.0
11112,SLV Ragigudda,1,0,3.700448817952718,0,32,1,3,4,0,1.0
11113,Banchharam,0,0,3.9,139,47,2,2,4,0,3.0
11114,Parisar Veg Restaurant,1,0,3.6,64,7,1,3,4,0,3.0
11115,Chaska Bun,1,0,4.2,166,45,1,1,4,0,3.0
11116,Marwa Restaurant,1,1,3.5,551,3,1,4,4,0,1.0
11117,Cafe Noir,1,0,3.700448817952718,0,47,1,3,4,0,3.0
11118,Pallavi North Indian Veg Restaurant,1,0,3.7,244,29,1,3,4,0,3.0
11119,Hari Super Sandwich,0,0,4.0,161,32,1,2,4,0,3.0
11120,Cafe Arabica,0,0,3.8,69,3,2,2,4,0,3.0
11122,Mayuri Andhra Mess,0,0,3.700448817952718,0,45,1,2,4,0,3.0
11123,The Paramount Hotel,1,0,3.5,239,45,1,4,4,0,1.0
11124,Gam's Delicacy,1,1,4.2,325,47,1,3,4,0,3.0
11125,Mysuru Coffee Thindi,1,0,4.1,301,32,1,2,4,0,3.0
11126,De Oxford Cafe,0,0,3.7,34,29,1,3,4,0,3.0
11127,North Indian And Bengali Mess,0,0,3.7,34,45,1,2,4,0,3.0
11128,Sakshi,1,0,3.0,38,3,1,4,4,0,1.0
11129,Spice Up,1,0,3.8,146,29,1,1,4,0,3.0
11130,Kaizen Wellness Kitchen,1,0,3.7,37,29,1,3,4,0,3.0
11131,Taco Bell,1,0,4.0,911,3,1,3,4,0,3.0
11132,Sri Rajasthani Foods,1,0,3.6,10,29,1,2,4,0,3.0
11133,Delite Chaat House,1,0,3.9,498,46,1,2,4,0,3.0
11134,Fanoos Xprss,1,0,3.7,54,32,1,4,4,0,3.0
11135,Kalpavriksha Upahara,1,0,3.9,126,32,1,3,4,0,3.0
11136,Tawa Sagara,1,0,3.8,122,32,1,2,4,0,3.0
11137,Status,1,0,3.3,67,3,1,2,4,0,3.0
11138,Sagar Fast Food,1,0,4.0,76,43,1,3,4,0,3.0
11139,Green Onion,0,0,3.3,50,3,1,1,4,0,3.0
11140,Malabar Cafe,1,0,3.3,4,3,1,3,4,0,3.0
11141,Southinn,1,0,3.8,190,22,1,5,4,0,3.0
11142,Chaitanya Grand,0,0,3.6,11,3,1,3,4,0,3.0
11143,Senthur Cafe,0,0,3.700448817952718,0,47,1,2,4,0,3.0
11144,Paisa Vasool,1,0,3.3,394,47,1,1,4,0,3.0
11145,Laziz Pizza,1,0,3.8,41,47,1,3,4,0,3.0
11146,Namma Biriyani,1,0,3.7,14,45,1,3,4,0,1.0
11147,Mizo Kitchen,0,0,3.8,27,45,1,2,4,0,3.0
11148,Dosa Plaza,1,0,3.8,139,45,1,4,4,0,3.0
11149,Rajvardhan Foods,1,0,3.9,315,32,1,2,4,0,3.0
11150,Tummy Fuel,1,0,4.2,450,32,1,3,4,0,3.0
11151,Barcode,0,1,3.8,169,44,1,2,4,0,3.0
11152,The Mylapore Cafe,1,0,4.1,119,22,1,2,4,0,3.0
11153,GrannyzHut,1,0,3.4,8,22,1,2,4,0,4.0
11154,All Aromas,1,0,3.700448817952718,0,32,1,2,4,0,4.0
11155,Cravy Wings,1,0,4.2,289,3,1,3,4,0,3.0
11156,Udupi Upahar,0,0,3.6,16,47,1,3,4,0,3.0
11157,Gundappa Donne Biryani,0,0,3.1,117,47,1,1,4,0,3.0
11158,Kailash Parbat,0,0,3.1,28,3,1,2,4,0,3.0
11159,Amaravathi Bar & Restaurant,0,0,3.7,43,32,2,3,4,0,3.0
11160,The Onyx - The HHI Select Bengaluru,0,0,3.3,177,29,1,3,4,0,3.0
11161,Sri Balaji Andhra Mess,0,0,3.700448817952718,0,7,1,1,4,0,0.0
11162,Bun Town,1,0,3.8,22,45,1,2,4,0,3.0
11163,Chetty's Corner,1,0,3.8,34,45,1,2,4,0,3.0
11164,The Chocolate Room,1,0,3.9,153,29,1,2,4,0,3.0
11165,Soup Station,1,0,3.6,10,3,1,1,4,0,3.0
11166,Taruni Andhra Mess,0,0,3.6,23,45,1,1,4,0,3.0
11167,Flavor of Tibet,0,0,4.0,57,45,1,1,4,0,3.0
11168,Maria's Goan Kitchen,1,0,3.9,391,47,1,3,4,0,3.0
11169,Sambram Biriyani Paradise,1,0,3.6,97,29,1,3,4,0,4.0
11170,Shaap,1,0,3.6,207,45,1,2,4,0,1.0
11171,The Cravery,1,0,2.6,18,29,1,1,4,0,1.0
11172,Ambur Biryani,0,0,3.5,17,43,1,2,4,0,3.0
11173,Bao & Grills,0,0,3.700448817952718,0,3,1,2,4,0,3.0
11174,New Udupi Grand,1,0,3.6,36,22,1,4,4,0,3.0
11175,Ganesh Restaurant,1,0,3.7,51,45,1,2,4,0,3.0
11176,Tangra Indo - Chinese Cuisine,1,0,3.6,29,32,1,2,4,0,3.0
11177,Upahara Darshini,1,0,4.0,166,32,1,3,4,0,3.0
11178,Panjabi Dhaba,0,0,3.2,21,7,1,2,4,0,3.0
11179,Salkara Arabian Delight & Bakes,1,0,3.700448817952718,0,41,1,4,4,0,0.0
11180,Garage Food Company,1,0,3.700448817952718,0,41,1,2,4,0,3.0
11181,Rimo,1,0,3.9,44,45,1,3,4,0,4.0
11182,Star Kitchen,0,0,3.3,9,7,1,3,4,0,0.0
11183,Hotel Food Lands,1,0,3.8,57,47,1,2,4,0,3.0
11184,Elmas Restaurant,1,0,3.4,34,47,1,6,4,0,3.0
11185,Vijayalakshmi Veg,1,0,3.9,97,32,1,1,4,0,3.0
11186,FRYBIES,1,0,3.3,15,3,1,1,4,0,3.0
11187,Chowpatty,1,0,3.6,95,41,1,3,4,0,3.0
11188,Yummy Biryani,1,0,3.8,41,47,1,1,4,0,3.0
11189,New Ambur Biryani,0,0,3.2,6,47,1,1,4,0,3.0
11190,Nammura Upahara,0,0,3.8,40,29,1,1,4,0,3.0
11191,The Munch Box,0,0,3.700448817952718,0,22,1,2,4,0,0.0
11192,Ambur Star Dum Biryani,1,0,3.4,17,32,1,1,4,0,1.0
11193,Donne Biriyani House,1,0,3.5,406,32,1,3,4,0,3.0
11194,Yo! Thali,1,0,3.700448817952718,0,22,1,3,4,0,4.0
11195,Dhuaan,0,0,3.8,109,45,1,2,4,0,3.0
11196,Spar Refresh,0,0,3.4,5,3,1,3,4,0,3.0
11197,Foodiesthan,1,0,3.7,59,22,1,3,4,0,3.0
11198,Urban Spoon Buffet Restaurant,0,1,3.5,32,45,1,2,4,0,3.0
11199,Sree Banashankari Donne Biriyani,1,0,3.700448817952718,0,67,1,2,4,0,0.0
11200,Northern Bites,0,0,3.700448817952718,0,3,1,3,4,0,0.0
11201,Polar Bear,1,0,3.8,46,32,1,4,4,0,3.0
11202,Raghavendra Upahara,0,0,3.7,20,32,1,1,4,0,3.0
11203,Swa-Desh A Family Restaurant,0,0,3.700448817952718,0,41,1,1,4,0,4.0
11204,Min Mini Punjabi Dhaba,1,0,3.9,85,47,1,1,4,0,3.0
11205,Friend's Cafe,1,0,3.9,551,47,1,3,4,0,3.0
11206,Selfie Cafe,0,0,3.7,19,47,2,3,4,0,3.0
11207,The Golden Spoon Restaurant Meat & Wine,0,0,3.5,14,47,1,2,4,0,1.0
11208,Jaganath Restaurant And Hotel,0,0,3.2,8,29,1,1,4,0,3.0
11209,Marhaba,0,0,3.5,25,3,1,3,4,0,3.0
11210,Amrit,0,0,3.4,24,29,1,2,4,0,0.0
11211,Upahara Sagar,1,0,3.0,25,32,1,3,4,0,3.0
11212,Barbeque Station,1,0,2.8,151,47,1,3,4,0,1.0
11213,Mug N Bean,1,0,3.9,247,32,1,4,4,0,4.0
11214,Daawat Restaurant Bar & Pub,1,0,3.5,9,47,2,5,4,0,3.0
11215,Bangalore Pizza & Pulse Juice Bar,0,0,3.700448817952718,0,3,1,2,4,0,0.0
11216,More Pizza,1,0,3.8,46,29,1,1,4,0,3.0
11217,Hotel Palace,1,0,3.7,24,22,1,2,4,0,3.0
11218,Naati Manae,1,0,3.1,10,29,1,2,4,0,1.0
11219,Kalpavruksha,1,0,3.9,99,3,1,2,4,0,3.0
11220,Pizza Stop,1,0,3.9,386,29,1,2,4,0,0.0
11221,Juice Fresco & Pizza,0,0,3.4,12,29,2,2,4,0,3.0
11222,Venkateshwara Sweets and Restaurant,0,0,3.6,43,29,2,4,4,0,3.0
11223,Shiv Sagar,0,0,3.9,152,47,1,4,4,0,3.0
11224,Sk Grand Hotel,0,0,3.2,6,32,1,1,4,0,1.0
11225,Mak n Vak - Fyn,1,0,3.9,344,22,1,2,4,0,3.0
11226,Chung Wah Opus,1,0,3.0,59,29,1,2,4,0,3.0
11227,Durbar Greens Family Restaurant,0,0,3.6,10,25,1,3,4,0,1.0
11228,Aroma Fine Dine,1,1,4.0,128,22,1,4,4,0,4.0
11229,The Hidden Cafe,1,0,3.9,96,41,1,2,4,0,1.0
11230,Mom's Momos,1,0,3.6,25,3,1,1,4,0,3.0
11231,Shuddh Desi Khana,1,0,4.1,609,3,1,1,4,0,3.0
11232,Tasty Bites,1,0,3.8,1,29,1,1,4,0,0.0
11233,5th Main Cafe,0,0,3.5,15,22,1,2,4,0,3.0
11234,A Bar,0,0,3.3,19,22,1,2,4,0,3.0
11235,Sai Shiv Sagar,0,0,2.8,14,3,1,2,4,0,3.0
11236,Tibbs Frankie,0,0,3.5,70,47,1,2,4,0,3.0
11237,Momos Corner,0,0,3.3,6,22,1,1,4,0,3.0
11238,Coconadu,0,0,3.7,36,47,2,2,4,0,3.0
11239,Eagle Bar & Restaurant,0,0,3.700448817952718,0,29,2,2,4,0,3.0
11240,Wellness Cafe,0,0,3.700448817952718,0,3,1,2,4,0,3.0
11241,Hotel Kaara Chaaram,0,0,3.700448817952718,0,47,1,3,4,0,1.0
11242,Cafe Potpourri,1,0,3.7,132,29,1,5,4,0,3.0
11243,New Royal Treat,1,0,2.8,102,3,1,2,4,0,1.0
11244,Flavour of Himalaya,1,0,3.7,24,45,1,1,4,0,3.0
11245,Foody's Lane,1,0,3.700448817952718,0,44,1,2,4,0,0.0
11246,Jayanagar Grill House,1,0,3.5,35,32,1,2,4,0,3.0
11247,SLV Restaurant,0,0,4.2,377,29,1,3,4,0,3.0
11248,Zafron Cafe,0,0,3.700448817952718,0,56,1,2,4,0,1.0
11249,Vinaya Cafe,1,0,3.4,11,32,1,3,4,0,3.0
11250,Village Donne Biryani,1,0,3.3,49,45,1,1,4,0,3.0
11251,Tiwari's,1,0,3.9,75,3,1,2,4,0,3.0
11252,Burrito Boys,1,0,3.0,6,3,2,2,4,0,1.0
11253,The Pavillion,0,0,2.7,43,29,1,4,4,0,1.0
11254,Cafe Talk,0,0,3.3,14,3,2,5,4,0,3.0
11255,Natha & Lobo's,0,0,3.700448817952718,0,32,1,2,4,0,4.0
11256,Sambram,0,0,3.700448817952718,0,29,1,2,4,0,0.0
11257,Copper Cafe & Grill,0,0,3.700448817952718,0,22,1,3,4,0,0.0
11258,Swad Family Restaurant,0,0,3.700448817952718,0,3,1,2,4,0,4.0
11259,Tandoor Dum,0,0,3.700448817952718,0,29,1,1,4,0,0.0
11260,The Eatery Cafe and Restaurant,0,0,3.700448817952718,0,47,1,2,4,0,0.0
11261,Tandoor Plaza,0,0,3.700448817952718,0,3,1,1,4,0,4.0
11262,New Nandan Family Restaurant,0,0,3.700448817952718,0,29,1,4,4,0,0.0
11263,Surabhi Restaurant,0,0,3.700448817952718,0,25,1,6,4,0,0.0
11264,Bismillah Hotel,0,0,3.700448817952718,0,32,1,3,4,0,0.0
11265,Kamat Swaad,1,0,3.9,194,29,1,3,4,0,3.0
11266,Akshaya Sweets & Chats,1,0,3.700448817952718,0,32,1,2,4,0,4.0
11267,Mr. Cane,1,0,3.700448817952718,0,7,1,1,4,0,0.0
11268,China Down Town,1,0,3.5,5,44,1,1,4,0,3.0
11269,Crystal Grandeur,1,0,3.700448817952718,0,32,1,3,4,0,0.0
11270,Mamatha Restaurant,1,0,2.7,74,7,1,3,4,0,1.0
11272,Rotti Mane,0,0,3.6,13,32,1,1,4,0,3.0
11273,Mast Kalandar,0,0,2.3,175,29,1,1,4,0,3.0
11274,D2V Cafe,0,0,3.6,13,3,1,1,4,0,3.0
11275,Aroma Cafe,0,0,3.700448817952718,0,22,1,2,4,0,0.0
11276,Kinpeetos,1,0,3.9,64,45,1,2,4,0,3.0
11277,Nandhanus Rasoi,1,0,3.4,9,32,1,3,4,0,1.0
11278,Udupi Grand,0,0,2.8,64,47,1,3,4,0,3.0
11279,Chaitanya Cafe,1,0,3.9,92,29,1,3,4,0,3.0
11280,Natuna Seafood House,1,0,4.2,76,45,1,1,4,0,4.0
11281,Biryani Foodies,1,0,3.1,7,45,1,2,4,0,1.0
11282,Malabar Xpress,1,0,3.700448817952718,0,45,1,2,4,0,3.0
11283,CHAAI BEE,0,0,3.5,8,47,2,3,4,0,3.0
11284,Dum & Oven,0,0,3.7,29,22,1,3,4,0,3.0
11285,Cool Lassi Burger,0,0,3.1,7,45,2,3,4,0,3.0
11286,Le Rosa Restaurant,0,0,3.2,4,22,1,3,4,0,3.0
11287,Turquoise,0,0,2.8,56,29,1,1,4,0,3.0
11289,Malnad Military Hotel,0,0,3.8,40,47,1,2,4,0,1.0
11290,Indian Dhaba,0,0,3.3,7,22,1,2,4,0,3.0
11291,Sri Vinayaka Andhra Mess,0,0,3.3,4,45,1,1,4,0,3.0
11292,Bakimo,0,0,3.5,7,45,1,1,4,0,3.0
11293,Om's Cafe Prana,0,0,3.6,16,47,1,2,4,0,3.0
11294,Fresh Kitchen,0,0,3.700448817952718,0,22,1,2,4,0,1.0
11295,Sri Brahmi Kuteera,0,0,3.700448817952718,0,29,1,1,4,0,3.0
11296,SNACKOMATE,1,0,3.700448817952718,0,45,1,1,4,0,0.0
11297,Jayanagara Donne Biryani,1,0,3.6,60,32,1,2,4,0,1.0
11298,David's Kitchen,1,0,3.5,13,0,1,3,4,0,3.0
11299,Wow Momo,1,0,3.3,12,29,1,2,4,0,3.0
11300,The Monalisa Restaurant,1,0,3.3,4,45,1,1,4,0,0.0
11301,Udupi Upachar,1,0,3.3,13,29,1,4,4,0,1.0
11302,Kickin Burger,1,0,3.1,22,32,1,1,4,0,3.0
11303,Daily Bread,0,0,2.8,53,44,2,3,4,0,3.0
11304,Desi Dhaba,0,0,3.7,34,47,1,3,4,0,1.0
11305,Food And You,0,0,3.8,89,45,1,2,4,0,3.0
11306,Crave Bite,0,0,3.6,19,32,1,4,4,0,1.0
11307,Calvin's,0,0,2.9,231,29,1,3,4,0,3.0
11308,4671 Indian Coastal Cuisine,0,0,3.700448817952718,0,3,1,3,4,0,0.0
11309,Bake Feast,0,0,3.700448817952718,0,3,1,1,4,0,1.0
11310,Foody's Take Away,0,0,3.700448817952718,0,32,1,2,4,0,4.0
11311,Kitchen King,0,0,3.700448817952718,0,3,1,3,4,0,3.0
11312,Richbite Indian Spice,0,0,3.700448817952718,0,29,1,1,4,0,3.0
11313,Olives Restaurant,1,0,3.700448817952718,0,22,1,3,4,0,1.0
11314,TeaChaTe Express,0,0,3.700448817952718,0,29,1,2,4,0,0.0
11315,SAATHVIK Cafe Chats,0,0,3.700448817952718,0,29,1,2,4,0,0.0
11316,Lime Twist,1,0,3.700448817952718,0,45,1,2,4,0,3.0
11317,Donne Biriyani Mane,0,0,3.700448817952718,0,29,1,2,4,0,0.0
11318,Hot and Spicy Restaurant,0,0,3.700448817952718,0,7,1,1,4,0,0.0
11319,Hotel Archana Grand,1,0,3.5,22,7,1,2,4,0,3.0
11320,Tasty Khaana Khazana,1,0,3.3,6,7,1,1,4,0,4.0
11321,Sip N Bite,1,0,3.3,11,7,1,4,4,0,3.0
11322,Hotel Aradhana,1,0,3.7,51,3,1,1,4,0,3.0
11323,Chef Master,1,0,3.8,75,32,1,3,4,0,3.0
11324,Adithya,1,0,3.2,9,32,1,2,4,0,3.0
11325,Burger Lounge,1,0,3.0,72,45,1,3,4,0,1.0
11326,Earth Plate Express,1,0,3.9,33,29,1,2,4,0,4.0
11327,Eat Sleep Eat Repeat,1,0,3.5,16,45,1,3,4,0,3.0
11328,Sri Krishna Sagar,0,0,3.5,12,47,1,1,4,0,3.0
11329,Malabar Coastal Cuisine,0,0,3.6,68,47,1,1,4,0,3.0
11330,Chai Chowk,0,0,3.8,82,47,1,2,4,0,3.0
11331,Hotel Paradise,0,0,3.3,5,32,1,1,4,0,3.0
11332,Waikiki,0,0,3.2,5,29,1,2,4,0,3.0
11333,Mini Forest,0,0,3.3,6,29,1,2,4,0,0.0
11334,H3O,0,0,3.3,4,44,1,2,4,0,0.0
11335,Tandoor Hut,0,0,2.2,90,3,1,2,4,0,1.0
11336,Ambur Biryani Hotel,0,0,3.2,13,41,1,1,4,0,0.0
11337,Cafe Choco Craze,0,0,3.7,9,3,1,3,4,0,3.0
11338,Shree Nandini Andhra Mess,0,0,3.3,5,45,1,1,4,0,0.0
11339,Malabar Mint,0,0,3.4,39,45,1,3,4,0,3.0
11340,Juice Buzz,0,0,3.1,10,29,1,1,4,0,3.0
11341,Sri Banashankari Biryani Kabab Centre,0,0,3.700448817952718,0,3,1,2,4,0,0.0
11342,Food Magic,0,0,3.700448817952718,0,22,1,2,4,0,3.0
11343,Guntur's Vandanam Food Zone,0,0,3.700448817952718,0,41,1,3,4,0,3.0
11344,Hotel Sultan,0,0,3.700448817952718,0,7,1,1,4,0,0.0
11345,Juice & Burger Cafeteria,0,0,3.700448817952718,0,22,1,2,4,0,0.0
11346,Amrutha Restaurant,0,0,3.700448817952718,0,7,1,3,4,0,0.0
11347,Ambur Hotel,0,0,3.700448817952718,0,3,1,1,4,0,3.0
11348,Shree Ganesha Hotel,0,0,3.700448817952718,0,7,1,1,4,0,0.0
11349,Hotel SRV,0,0,3.700448817952718,0,22,1,2,4,0,0.0
11350,Jiffy Fast Food,0,0,3.700448817952718,0,3,1,2,4,0,0.0
11351,New Select Hotel,0,0,3.700448817952718,0,32,1,1,4,0,0.0
11352,Metro Fast Food,0,0,3.700448817952718,0,22,1,2,4,0,0.0
11353,FNC Seafood,0,0,3.700448817952718,0,45,1,2,4,0,3.0
11354,North Chinese Centre,1,0,3.700448817952718,0,3,1,2,4,0,3.0
11355,SLV Hotel,0,0,3.700448817952718,0,7,1,2,4,0,0.0
11356,Raja Foodpath,0,0,3.700448817952718,0,7,1,3,4,0,0.0
11357,ThugLife Rolls,0,0,3.700448817952718,0,25,1,1,4,0,0.0
11358,Manna Tasty Foods,0,0,3.700448817952718,0,25,1,3,4,0,0.0
11359,I-Scoop Cafe,1,0,3.700448817952718,0,32,1,3,4,0,0.0
11360,Chakh Le india,1,0,3.2,6,7,1,2,4,0,1.0
11361,Calicut Durbar,1,0,3.9,58,47,1,2,4,0,3.0
11362,Cool Bites,1,0,3.700448817952718,0,44,1,2,4,0,0.0
11363,Sids Cafe,1,0,3.700448817952718,0,45,1,1,4,0,0.0
11364,Thrupthi Restaurant,0,0,3.4,15,3,1,1,4,0,3.0
11365,Falafel's - The Lebanese Haus,0,0,2.9,53,47,1,1,4,0,3.0
11366,Panchami Garden,0,0,3.5,56,3,1,2,4,0,3.0
11367,Dadaba's,0,0,3.3,6,32,1,1,4,0,0.0
11368,Cafe Bollywood,0,0,3.4,25,29,1,1,4,0,3.0
11369,Shree Udupi Grand,1,0,3.8,14,32,1,3,4,0,3.0
11370,Swad 'E' Punjab,1,0,3.6,49,22,1,3,4,0,3.0
11371,Now Momos,0,0,3.4,11,47,1,3,4,0,3.0
11372,Cool Point,0,0,3.2,7,45,1,2,4,0,1.0
11373,SLV Kabab Centre,0,0,3.2,4,3,1,2,4,0,0.0
11374,Ammi's Biryani,0,0,2.7,77,7,1,2,4,0,3.0
11375,Fahad Hotel,0,0,3.3,4,32,1,1,4,0,0.0
11376,Little Shangai,0,0,3.3,4,3,1,3,4,0,3.0
11377,Uncle's Kitchen,0,0,2.8,12,3,1,3,4,0,1.0
11378,Mysore Carnival Restaurant,0,0,3.8,14,46,1,4,4,0,3.0
11379,Combo King Paramount,0,0,3.1,12,32,1,2,4,0,1.0
11380,Siddu Samayal,0,0,3.700448817952718,0,7,1,1,4,0,0.0
11381,Krupa Sagar,0,0,3.2,4,45,1,4,4,0,3.0
11382,Bao and Rolls,0,0,3.6,19,3,1,3,4,0,3.0
11383,Kedia's Fun Food,0,0,3.700448817952718,0,3,1,3,4,0,0.0
11384,Banashankari Donne Biriyani,0,0,3.3,4,47,1,2,4,0,0.0
11385,Egg House,0,0,2.9,14,45,1,3,4,0,3.0
11386,Daily & Divine,0,0,3.700448817952718,0,45,1,2,4,0,0.0
11387,S.W.A.T Food Truck,0,0,3.7,21,45,1,2,4,0,3.0
11388,Loca Moca - The Indian Grub,0,0,3.4,4,3,2,2,4,0,3.0
11389,Mr Shawarma,0,0,3.700448817952718,0,3,1,1,4,0,0.0
11390,The Little Kitchen,0,0,3.8,27,32,1,2,4,0,3.0
11391,Shanghai Times,0,0,3.2,23,3,1,2,4,0,4.0
11392,Food Feast Multicusine Restaurant,0,0,3.3,16,3,1,3,4,0,3.0
11393,Prakruthi Restaurant,0,0,3.2,4,7,1,2,4,0,3.0
11394,Cane Recipes,0,0,3.5,14,3,1,1,4,0,3.0
11395,Dry Dock Cafe,0,0,3.6,10,45,1,2,4,0,3.0
11396,Snack N Slurp,0,0,3.700448817952718,0,32,1,4,4,0,0.0
11397,Rolls On Wheel,0,0,3.0,18,45,1,2,4,0,3.0
11398,Sandwich Manne,0,0,3.700448817952718,0,29,1,1,4,0,0.0
11399,SS Food Point,0,0,3.700448817952718,0,22,1,2,4,0,0.0
11400,Chowk Tea Stall,0,0,3.4,8,47,1,2,4,0,4.0
11401,Jayanthi Sagar,0,0,3.1,21,45,1,3,4,0,3.0
11402,Karnataka Biriyani Centre,0,0,3.700448817952718,0,32,1,1,4,0,0.0
11403,Biryani Point,0,0,3.2,7,7,1,1,4,0,0.0
11404,Hotel Muthu,0,0,3.700448817952718,0,3,1,1,4,0,1.0
11405,Kanha's Kafe,0,0,3.5,12,45,1,5,4,0,3.0
11406,Sandwich Souk,0,0,3.700448817952718,0,7,1,3,4,0,0.0
11407,Indian Gola Co.,0,0,3.700448817952718,0,45,1,1,4,0,0.0
11408,Best Biryani,0,0,3.700448817952718,0,22,1,2,4,0,0.0
11409,Al Baith,0,0,3.700448817952718,0,47,1,2,4,0,0.0
11410,Naga's,0,0,2.7,16,3,1,3,4,0,1.0
11411,FrostBite,0,0,3.5,15,45,2,2,4,0,3.0
11412,Suchi Ruchi Veg & Non Veg Resturant,0,0,3.2,4,3,1,2,4,0,3.0
11413,Hotel Lakshmi Paradise,0,0,3.3,7,3,1,2,4,0,4.0
11414,Hyder Ali Kitchen,0,0,3.700448817952718,0,3,1,1,4,0,0.0
11415,Jodhpur Jaika,0,0,3.3,4,7,1,2,4,0,0.0
11416,Lets cafe,0,0,3.5,6,45,1,2,4,0,3.0
11417,Snaiksa Foods,0,0,3.700448817952718,0,22,1,2,4,0,0.0
11418,Shiv Sagar,0,0,3.6,10,3,1,2,4,0,3.0
11419,Food Treat,0,0,3.700448817952718,0,41,1,3,4,0,0.0
11420,Desi Bites,0,0,3.3,4,3,1,1,4,0,3.0
11421,Kuttanad,1,0,3.6,140,3,1,2,4,0,3.0
11422,Woodee Pizza,1,0,2.7,85,29,1,4,4,0,3.0
11423,Pappu Da Dhaba,1,0,3.0,57,32,1,4,4,0,1.0
11424,Juicy Momos,1,0,3.1,21,3,1,2,4,0,3.0
11425,The Denny's,0,0,3.7,91,32,1,2,4,0,3.0
11426,Tapri By The Corner,1,0,4.1,205,45,1,1,4,0,3.0
11427,Laa Raiba Restaurant,1,0,3.3,7,3,1,3,4,0,1.0
11428,Kakal-Kai Ruchi,0,0,3.8,89,29,1,4,4,0,3.0
11429,Sri Lakshmi Dhaba,0,0,3.0,17,7,1,2,4,0,1.0
11430,Hotel Smile,1,0,3.1,6,32,1,2,4,0,3.0
11431,Angel Restaurant,1,0,2.8,165,3,1,3,4,0,4.0
11432,Siddique Kabab Centre,1,0,3.1,68,32,1,3,4,0,3.0
11433,Sulaimani Chai,0,0,3.8,21,45,1,2,4,0,3.0
11434,Khan Saheb Grills and Rolls,1,0,3.8,62,25,1,2,4,0,3.0
11435,Fresh Kitchen,1,0,3.4,15,3,1,2,4,0,4.0
11436,Ambara Gardenia,1,1,3.8,256,3,1,4,4,0,3.0
11437,Sri Ganesh Juice Corner,0,0,3.0,9,45,1,2,4,0,1.0
11438,Hotel Khaaja,1,0,3.1,69,3,1,2,4,0,1.0
11439,Biryani Junction,1,0,2.3,298,7,1,3,4,0,1.0
11440,Cafe Mist,1,0,3.8,187,29,1,4,4,0,3.0
11441,Navya's,1,0,2.5,47,7,1,3,4,0,1.0
11442,Gilly's Restobar,0,1,4.5,3902,45,2,3,5,0,3.0
11443,Biergarten,0,1,3.700448817952718,0,45,2,7,5,0,3.0
11444,"3B's - Buddies, Bar & Barbecues",0,1,4.4,1149,0,2,4,5,0,3.0
11445,BANGALORE BOX,1,1,4.1,624,0,2,3,5,0,3.0
11446,Pecos Hideout,0,1,4.0,165,0,1,1,5,0,3.0
11447,Invitation Bar & Restaurant,0,0,3.0,15,0,1,1,5,0,3.0
11448,Zanzibar - Davanam Sarovar Portico Suites,0,0,3.5,39,0,1,1,5,0,3.0
11449,Stories - The Brew Chapter,0,0,3.700448817952718,0,0,1,3,5,0,0.0
11450,Gallop Bar - Davanam Sarovar Portico Suites,0,0,3.5,8,42,1,1,5,0,3.0
11451,Koramangala Social,1,0,4.6,4650,47,1,4,5,0,3.0
11452,XOOX Brewmill,0,1,4.4,1533,45,2,3,5,0,0.0
11453,Bombay Adda,0,1,4.5,2225,47,2,1,5,0,3.0
11454,Levitate Brewery and Kitchen,0,1,3.700448817952718,0,29,2,3,5,0,3.0
11455,Deja Vu Resto Bar,1,1,4.4,2493,3,1,2,5,0,3.0
11456,Brooks and Bonds Brewery,1,1,4.4,3870,45,2,5,5,0,3.0
11457,Fenny's Lounge And Kitchen,0,1,4.5,6348,47,2,5,5,0,3.0
11458,Brewsky,1,1,4.4,4315,29,1,2,5,0,3.0
11459,House Of Commons,0,1,4.8,4390,45,1,3,5,0,3.0
11460,Drava,0,1,4.4,110,45,1,4,5,0,3.0
11461,The Terrace at Gilly's Redefined,0,1,4.6,866,44,2,4,5,0,3.0
11462,The Boozy Griffin,0,1,4.6,4947,45,2,2,5,0,3.0
11463,Simon Says Brew Works,0,1,4.5,1932,45,2,6,5,0,3.0
11464,Myu Bar at Gilly's Redefined,0,1,4.4,1213,44,2,6,5,0,3.0
11465,55 Wall Street,0,1,3.9,1771,29,1,3,5,0,3.0
11466,Happy Brew,0,1,4.0,2151,45,1,5,5,0,3.0
11467,Crawl Street,1,1,4.3,2563,45,1,4,5,0,3.0
11468,Harry's Bar + Cafe,1,1,4.2,1365,47,2,3,5,0,3.0
11469,The Flying Trapeze,0,1,3.700448817952718,0,45,1,3,5,0,4.0
11470,Crumb Together,1,1,4.1,587,29,2,4,5,0,3.0
11471,What's In A Name,1,1,4.1,1774,45,1,4,5,0,3.0
11472,Sathya's,0,1,4.1,759,43,1,2,5,0,3.0
11473,Bottle Breacher,0,1,4.2,1192,29,2,2,5,0,3.0
11474,Tilt Gastro Lounge,0,1,4.1,1235,45,2,4,5,0,3.0
11475,52 Wall Street,0,0,3.9,737,46,2,3,5,0,3.0
11476,Bulls N Bears - Bar Trade Xchange,0,1,3.9,144,45,2,4,5,0,3.0
11477,Watson's,1,1,4.0,1014,29,2,3,5,0,3.0
11478,Sutra Spice-The Resto Bar,0,0,3.9,31,44,1,2,5,0,4.0
11479,Sherlock's Pub,0,1,3.9,579,45,2,3,5,0,3.0
